"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_716",-25.5349360688252,-32.8768239229693,"bac_ASV_716","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Ensifer_sesbaniae","bac",0,0,0,0
"bac_ASV_72",-24.5453208078224,26.482873892977,"bac_ASV_72","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_721",13.008034898636,22.8475065880509,"bac_ASV_721","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.12316715542522,0,1
"bac_ASV_723",-24.006654511704,31.9474045431183,"bac_ASV_723","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_725",24.2386339754724,9.93863924562442,"bac_ASV_725","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.6,0,1
"bac_ASV_729",25.9823314131117,-1.77449787166895,"bac_ASV_729","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","Solitalea_koreensis","bac",1,0.117564730580826,0,1
"bac_ASV_73",-14.9672194425441,37.9457066621426,"bac_ASV_73","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",0,0,0,0
"bac_ASV_731",11.3934817602727,-15.3829340918147,"bac_ASV_731","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.165191740412979,0,1
"bac_ASV_733",24.9768156969982,12.1679137056931,"bac_ASV_733","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.6,0,1
"bac_ASV_735",-12.0707483100355,1.5033445856513,"bac_ASV_735","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",3,0.222222222222222,68.6450463951353,3
"bac_ASV_74",11.9723104415952,-36.2412033972584,"bac_ASV_74","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_75",-9.76067422933922,3.53223271874525,"bac_ASV_75","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",5,0.231724137931034,349.295539638245,5
"bac_ASV_757",-3.18399473252073,-22.3354088826099,"bac_ASV_757","bac","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus","Thiobacillus_thioparus","bac",1,0.191562143671608,0,1
"bac_ASV_76",23.4201298978765,-21.0307381157962,"bac_ASV_76","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","bac",1,0.114519427402863,0,1
"bac_ASV_762",-37.4317125587276,3.74462278222753,"bac_ASV_762","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_alcaligenes","bac",0,0,0,0
"bac_ASV_763",16.0532236903741,34.5159546356651,"bac_ASV_763","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Unassigned","bac",0,0,0,0
"bac_ASV_77",3.80321502956447,6.1553784041172,"bac_ASV_77","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_quisquiliarum","bac",5,0.2237017310253,211.788149662787,5
"bac_ASV_772",-27.6234119069596,17.0592465376,"bac_ASV_772","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Unassigned","Unassigned","Unassigned","bac",2,0.198581560283688,11.2718324457408,2
"bac_ASV_775",-9.7193281348388,-18.6766808026429,"bac_ASV_775","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac",5,0.205378973105134,1911.35228797121,5
"bac_ASV_78",4.93574221907941,-37.5239704421382,"bac_ASV_78","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
